participant_id,session_id,event_type,focus_source,focus_layer,focus_type,focus_key,focus_label,count,total_dwell_ms,mean_dwell_ms
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_ended,data-circle-party,roles-utility,role,"{""role"":""area-damage"",""type"":""role""}",Area Damage,1,10.0,10.0
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-aggregate,ability,ability,"{""abilityId"":""expeditious-retreat"",""type"":""ability""}",Expeditious Retreat,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-aggregate,ability,ability,"{""abilityId"":""thunderwave"",""type"":""ability""}",Thunderwave,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-aggregate,damage-types,damageType,"{""damageType"":""Fire"",""type"":""damageType""}",Fire,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-aggregate,damage-types,damageType,"{""damageType"":""Piercing"",""type"":""damageType""}",Piercing,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-aggregate,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""barbarian-wild-magic-bolstering-magic-boon"",""type"":""ability""}",Bolstering Magic: Boon,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""barbarian-wild-magic-unstable-backlash"",""type"":""ability""}",Unstable Backlash,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""blinding-smite"",""type"":""ability""}",Blinding Smite,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""branding-smite"",""type"":""ability""}",Branding Smite,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""paladin-lay-on-hands"",""type"":""ability""}",Lay on Hands,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""rogue-cunning-action-disengage"",""type"":""ability""}",Cunning Action: Disengage,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""rogue-cunning-action-hide"",""type"":""ability""}",Cunning Action: Hide,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""wizard-transmutation-stone-speed"",""type"":""ability""}",Transmuter's Stone: Speed,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Fire"",""type"":""damageType""}",Fire,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Piercing"",""type"":""damageType""}",Piercing,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Thunder"",""type"":""damageType""}",Thunder,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-party,ability,ability,"{""abilityId"":""barbarian-wild-magic-magic-awareness"",""type"":""ability""}",Magic Awareness,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-party,ability,ability,"{""abilityId"":""barbarian-wild-magic-unstable-backlash"",""type"":""ability""}",Unstable Backlash,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-party,damage-types,damageType,"{""damageType"":""Variable"",""type"":""damageType""}",Variable,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-party,damage-types,damageType,"{""damageType"":""Weapon"",""type"":""damageType""}",Weapon,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_hover_started,data-circle-party,roles-utility,role,"{""role"":""area-damage"",""type"":""role""}",Area Damage,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_selected,aggregate,,,damageType,Aggregate,1,0.0,
participant-mq005qw8-a6ac91,participant-mq005qw8-a6ac91,data_circle_focus_selected,editor,,,data-circle-focus,Current Editor,1,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,34,10985.0,323.0882352941176
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,34,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,aggregate,,,range,Aggregate,22,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,editor,,,role,Wizard,20,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,aggregate,,,damageType,Aggregate,19,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,editor,,,roleGroup,Wizard,18,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-aggregate,range,range,"{""range"":""melee"",""type"":""range""}",Melee,14,890.0,63.57142857142857
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,range,range,"{""range"":""melee"",""type"":""range""}",Melee,14,9057.0,646.9285714285714
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-aggregate,range,range,"{""range"":""melee"",""type"":""range""}",Melee,14,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,range,range,"{""range"":""melee"",""type"":""range""}",Melee,14,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-aggregate,range,range,"{""range"":""mid"",""type"":""range""}",Mid,13,1563.0,120.23076923076923
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,range,range,"{""range"":""long"",""type"":""range""}",Long,13,2038.0,156.76923076923077
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,range,range,"{""range"":""mid"",""type"":""range""}",Mid,13,3265.0,251.15384615384616
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-aggregate,range,range,"{""range"":""mid"",""type"":""range""}",Mid,13,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,range,range,"{""range"":""long"",""type"":""range""}",Long,13,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-aggregate,range,range,"{""range"":""long"",""type"":""range""}",Long,12,1237.0,103.08333333333333
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-aggregate,range,range,"{""range"":""long"",""type"":""range""}",Long,12,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,range,range,"{""range"":""mid"",""type"":""range""}",Mid,12,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,editor,,,range,Untitled Build,12,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-aggregate,range,range,"{""range"":""self"",""type"":""range""}",Self,10,9534.0,953.4
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-aggregate,range,range,"{""range"":""self"",""type"":""range""}",Self,10,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,range,range,"{""range"":""self"",""type"":""range""}",Self,10,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,aggregate,,,roleGroup,Aggregate,10,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Weapon"",""type"":""damageType""}",Weapon,9,2858.0,317.55555555555554
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,range,range,"{""range"":""self"",""type"":""range""}",Self,9,2948.0,327.55555555555554
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-party,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,9,513.0,57.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-party,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,9,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,aggregate,,,ability,Aggregate,9,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,aggregate,,,role,Aggregate,9,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,editor,,,ability,Current Editor,9,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,editor,,,damageType,Current Editor,9,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,editor,,,damageType,Rogue,9,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,editor,,,damageType,Untitled Build,9,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-main,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,8,5939.0,742.375
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Weapon"",""type"":""damageType""}",Weapon,8,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,editor,,,ability,Untitled Build,8,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,editor,,,range,Rogue,8,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,editor,,,roleGroup,Untitled Build,8,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-aggregate,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,7,3585.0,512.1428571428571
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Necrotic"",""type"":""damageType""}",Necrotic,7,1196.0,170.85714285714286
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""defense-protection"",""type"":""role""}",Defense Protection,7,764.0,109.14285714285714
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,roles-utility,roleGroup,"{""roleGroup"":""damage"",""type"":""roleGroup""}",Damage,7,3773.0,539.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-party,range,range,"{""range"":""melee"",""type"":""range""}",Melee,7,2188.0,312.57142857142856
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-aggregate,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,7,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Necrotic"",""type"":""damageType""}",Necrotic,7,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""defense-protection"",""type"":""role""}",Defense Protection,7,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,roles-utility,roleGroup,"{""roleGroup"":""damage"",""type"":""roleGroup""}",Damage,7,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-party,range,range,"{""range"":""melee"",""type"":""range""}",Melee,7,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-aggregate,range,range,"{""range"":""self"",""type"":""range""}",Self,6,9479.0,1579.8333333333333
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""investigation-world-interaction"",""type"":""role""}",Investigation World Interaction,6,2406.0,401.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""mobility-positioning"",""type"":""role""}",Mobility Positioning,6,1491.0,248.5
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""mobility-positioning"",""type"":""role""}",Mobility Positioning,6,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,editor,,,ability,Rogue,6,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Force"",""type"":""damageType""}",Force,5,1791.0,358.2
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Lightning"",""type"":""damageType""}",Lightning,5,915.0,183.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Piercing"",""type"":""damageType""}",Piercing,5,2474.0,494.8
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Force"",""type"":""damageType""}",Force,5,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Lightning"",""type"":""damageType""}",Lightning,5,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Piercing"",""type"":""damageType""}",Piercing,5,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""investigation-world-interaction"",""type"":""role""}",Investigation World Interaction,5,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_cleared,editor,,,,Rogue,4,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-main,ability,ability,"{""abilityId"":""rogue-sneak-attack-ranged"",""type"":""ability""}",Sneak Attack: Ranged,4,6867.0,1716.75
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-aggregate,roles-utility,role,"{""role"":""summon"",""type"":""role""}",Summon,4,105.0,26.25
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""rogue-sneak-attack-ranged"",""type"":""ability""}",Sneak Attack: Ranged,4,6867.0,1716.75
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""control"",""type"":""role""}",Control,4,3411.0,852.75
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""single-target-damage"",""type"":""role""}",Single Target Damage,4,2602.0,650.5
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""summon"",""type"":""role""}",Summon,4,156.0,39.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-aggregate,roles-utility,role,"{""role"":""summon"",""type"":""role""}",Summon,4,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""rogue-sneak-attack-ranged"",""type"":""ability""}",Sneak Attack: Ranged,4,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""control"",""type"":""role""}",Control,4,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""single-target-damage"",""type"":""role""}",Single Target Damage,4,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""summon"",""type"":""role""}",Summon,4,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,editor,,,roleGroup,Rogue,4,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_cleared,aggregate,,,,Aggregate,3,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_cleared,editor,,,,Untitled Build,3,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-main,damage-types,damageType,"{""damageType"":""Weapon"",""type"":""damageType""}",Weapon,3,2352.0,784.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-main,range,range,"{""range"":""melee"",""type"":""range""}",Melee,3,7671.0,2557.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-main,roles-utility,roleGroup,"{""roleGroup"":""damage"",""type"":""roleGroup""}",Damage,3,2848.0,949.3333333333334
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""cloud-of-daggers"",""type"":""ability""}",Cloud of Daggers,3,1997.0,665.6666666666666
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""flame-strike"",""type"":""ability""}",Flame Strike,3,2732.0,910.6666666666666
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Slashing"",""type"":""damageType""}",Slashing,3,348.0,116.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""support-buff"",""type"":""role""}",Support Buff,3,3055.0,1018.3333333333334
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-party,range,range,"{""range"":""long"",""type"":""range""}",Long,3,332.0,110.66666666666667
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-party,range,range,"{""range"":""mid"",""type"":""range""}",Mid,3,419.0,139.66666666666666
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-party,range,range,"{""range"":""self"",""type"":""range""}",Self,3,205.0,68.33333333333333
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-aggregate,ability,ability,"{""abilityId"":""ice-knife"",""type"":""ability""}",Ice Knife,3,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""cloud-of-daggers"",""type"":""ability""}",Cloud of Daggers,3,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,ability,ability,"{""abilityId"":""flame-strike"",""type"":""ability""}",Flame Strike,3,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Acid"",""type"":""damageType""}",Acid,3,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,damage-types,damageType,"{""damageType"":""Slashing"",""type"":""damageType""}",Slashing,3,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-main,roles-utility,role,"{""role"":""support-buff"",""type"":""role""}",Support Buff,3,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-party,range,range,"{""range"":""long"",""type"":""range""}",Long,3,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-party,range,range,"{""range"":""mid"",""type"":""range""}",Mid,3,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_started,data-circle-party,range,range,"{""range"":""self"",""type"":""range""}",Self,3,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_selected,editor,,,role,Rogue,3,0.0,
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-aggregate,roles-utility,roleGroup,"{""roleGroup"":""utility"",""type"":""roleGroup""}",Utility,2,2590.0,1295.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-main,ability,ability,"{""abilityId"":""flame-strike"",""type"":""ability""}",Flame Strike,2,2640.0,1320.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-main,damage-types,damageType,"{""damageType"":""Fire"",""type"":""damageType""}",Fire,2,3029.0,1514.5
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-main,damage-types,damageType,"{""damageType"":""Piercing"",""type"":""damageType""}",Piercing,2,1925.0,962.5
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-main,range,range,"{""range"":""mid"",""type"":""range""}",Mid,2,2340.0,1170.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-main,roles-utility,role,"{""role"":""control"",""type"":""role""}",Control,2,2594.0,1297.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-main,roles-utility,role,"{""role"":""investigation-world-interaction"",""type"":""role""}",Investigation World Interaction,2,1695.0,847.5
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-main,roles-utility,role,"{""role"":""single-target-damage"",""type"":""role""}",Single Target Damage,2,2388.0,1194.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-main,roles-utility,role,"{""role"":""support-buff"",""type"":""role""}",Support Buff,2,2788.0,1394.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_dwell,data-circle-party,range,range,"{""range"":""melee"",""type"":""range""}",Melee,2,2038.0,1019.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-aggregate,ability,ability,"{""abilityId"":""ice-knife"",""type"":""ability""}",ice-knife,2,2278.0,1139.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-aggregate,damage-types,damageType,"{""damageType"":""Cold"",""type"":""damageType""}",Cold,2,519.0,259.5
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-aggregate,roles-utility,roleGroup,"{""roleGroup"":""damage"",""type"":""roleGroup""}",Damage,2,126.0,63.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""chain-lightning"",""type"":""ability""}",Chain Lightning,2,388.0,194.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""fireball"",""type"":""ability""}",Fireball,2,1950.0,975.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""glyph-of-warding"",""type"":""ability""}",Glyph of Warding,2,1277.0,638.5
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""hold-person"",""type"":""ability""}",Hold Person,2,314.0,157.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,ability,ability,"{""abilityId"":""warlock-fiend-fiendish-resilience"",""type"":""ability""}",Fiendish Resilience,2,688.0,344.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Acid"",""type"":""damageType""}",Acid,2,1302.0,651.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Bludgeoning"",""type"":""damageType""}",Bludgeoning,2,457.0,228.5
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Cold"",""type"":""damageType""}",Cold,2,1116.0,558.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Fire"",""type"":""damageType""}",Fire,2,3029.0,1514.5
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,damage-types,damageType,"{""damageType"":""Thunder"",""type"":""damageType""}",Thunder,2,461.0,230.5
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-main,roles-utility,role,"{""role"":""area-damage"",""type"":""role""}",Area Damage,2,342.0,171.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-party,damage-types,damageType,"{""damageType"":""Weapon"",""type"":""damageType""}",Weapon,2,116.0,58.0
participant-mq0uvjt0-011c95,participant-mq0uvjt0-011c95,data_circle_focus_hover_ended,data-circle-party,roles-utility,role,"{""role"":""mobility-positioning"",""type"":""role""}",Mobility Positioning,2,91.0,45.5
